filename,authors,dimension,domain,attribute,score,score_desc,dont_know,not_relevant,quality,importance,mech_apply_yn,mech_apply_notes,notes,case_study
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Ecological,Assets,Age structure,3,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,"Cod landings have been trending toward larger/older adults in recent years, likely because of reduced fishing pressure and more aggressive precautionary measures starting in 2007. Discards ban should reduce pressure on certain age classes? https://www.hafogvatn.is/static/extras/images/01-cod_tr1206999.pdf; although Astthorsson 2007 says that BOFFF levels haven't recovered due to fishing pressure; but sounds from Kristjan that precautionary measures in 2007 have really accelerated recovery.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Ecological,Assets,Genetic diversity,3,NA,NA,NA,A - adequate and reliable data/information,low,yes,NA,Genetic diversity would be higher than species diversity due to distinct subpopulations,Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Ecological,Assets,Species diversity,3,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,"Low compared to a coral reef, but high relative to other similar high-latitude systems (since we have a convergence of warm and cold waters). Could be 2 or 3 depending on how other cases rank.

OHI scores species diversity at 81, lower than the global average (84) and global goal (88). 340 fish species recorded in EEZ (Valtysson SG report, citing Jonsson and Palsson 2013).",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Ecological,Flexibility,Adult mobility,4,NA,NA,NA,A - adequate and reliable data/information,medium,yes,"Yes for the species, but maybe not for the fishery system if adults leave Iceland's waters","Already evidence of range shifts. Some migration, particularly around the island. Differs by species, e.g. A. lupus is pretty stationary (https://academic-oup-com.proxy.library.cornell.edu/icesjms/article/69/4/508/633230); saithe migrate somewhat inshore/offshore within Iceland fishing grounds (https://academic-oup-com.proxy.library.cornell.edu/icesjms/article/64/5/1006/642916), capelin are quite migratory (Astthorsson 2007, others, maybe Huse Ellingsen 2008). Demersals are going to be less migratory than pelagics (e.g. table 1, Sturldottir Atlantis model)",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Ecological,Flexibility,Larval dispersal,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,"Also a question of resilience of what here--high larval dispersal could make the species more resilient, but could make the fishery less resilient if species are dispersing too far away","Cod larval dispersal patterns: high nursing ground fidelity, but varies by region and life stage. https://www-sciencedirect-com.proxy.library.cornell.edu/science/article/pii/S0165783620302381. Valtysson 3/10/21--reason for success of cod is its high dispersal capacity.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Ecological,Flexibility,Environmental niche breadth,3,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,"Valtysson 3/10/2021: If just cod, then 4. Cod are in the middle of their range, thermally tolerant, versatile habitat. But they are temperature dependent for their spawning, and also maybe constrained by capelin, e.g. hypothesis was that recruitment would be higher with warmer temperatures, but has remained low likely because capelin are gone. Cod stock has been much more stable in Iceland than in other high-latitude fisheries. For broader ecosystem, ""Many species at edge of their range"" according to Stefansdottir 2010, citing Asthorsson which I don't think says that, and a report I can't find. Higher score thinking abot cod/""stenothermic index"" values as used in Campana et al. 2020. Cod are near the middle of their temperature range in Iceland and have fairly broad temperature tolerance. However, marked changes in abundance and distribution of species (e.g. herring crash, capelin crash) due to past temperature changes would suggest low flexibility? And cod are highly dependent on capelin as a prey source? (Asthorsson 2007).",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Ecological,Flexibility,Dietary flexibility,3,NA,NA,NA,B - limited data/information and expert judgement,high,no,"yes for the individual species, but no overall if expansion of generalist predators reduces food chain complexity and wipes out other fisheries like shrimp","Depends on the species, but overall there's dietary flexibility in the system. However, since those species that are expanding are more generalist predators (cod, haddock), this could reduce overall resilience in the system.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Ecological,Flexibility,Habitat diversity,3,NA,NA,NA,B - limited data/information and expert judgement,low,yes,might not be working in this way because habitat diversity isn't a strong part of ecosystem function here?,"Low compared to a coral reef, but high relative to other similar high-latitude systems. Could be 2 or 3 depending on how other cases rank.

 OHI scores habitat diversity in Iceland at 59, looks low relative to global map. Diversity might be mostly driven by substrate and topography--e.g. lava fields, ridges, canyons. But another aspect is the warm water/cold water mixing and fluctuations. Many of the climate projections show the front between these two currents moving north, and eventually out of Iceland's waters. we could call that a decrease in habitat diversity? Haney interview--there is a very narrow and concentrated strip where most of the fishing effort takes place. So the habitat there is theoretically destroyed, but it seems to be working fine for the cod.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Ecological,Flexibility,Plasticity,2,NA,NA,NA,B - limited data/information and expert judgement,low,yes,NA,"Some changes in spawning behavior, predation behavior? E.g. capelin spawning grounds (Asthorsson 2007), cod predation (Jonsdottir) might be relevant in terms of phenology, spawning timing? range shifts and changing spawning grounds, migrations would be plasticity??",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Ecological,Flexibility,Evolutionary potential,3,NA,NA,NA,B - limited data/information and expert judgement,low,yes,NA,Valtysson 3/10/2021--very few studies about plasticity or evo potential.,Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Ecological,Organization,Ecosystem connectivity,4,NA,NA,NA,A - adequate and reliable data/information,low,yes,NA,"not sure habitat is as relevant. Cod are not too choosy about habitat, Valtysson 3/10/21 pers comm. Connected to faroes and greenland too? this makes system less resilient if capelin disappears to another system?? I think connectivity is high--currents take fish/larvae all around Iceland. there's some heterogeneity and separation via fjords, depth segregation, etc. (e.g. https://journals-plos-org.proxy.library.cornell.edu/plosone/article?id=10.1371/journal.pone.0017528, Jonsdottier 2019), but I don't think there are major barriers to movement or fragmentation. However, high connectivity at the meta-system level means you could lose species, or run into international conflict?
",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Ecological,Organization,Population modularity,2,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,"Iceland's complex coastline and fjord systems allow for some distinct predator prey dynamics, and there is evideince of genetically distinct breeding populations in some species due to depth segregation, different migration patterns (cod, monkfish). But on the whole I think the ecosystem is fairly homogenous/connected. fjords-- e.g. Jonsdottir et al. 2019. Distinct breeding populations:https://journals-plos-org.proxy.library.cornell.edu/plosone/article?id=10.1371/journal.pone.0017528. Valtysson--speculation that stocks could substitute for one another. strong evidence of distinct cod stocks.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Socio-economic,Assets,Wealth and reserves,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,"Response to 2.2.3.1 may be informative in shaping the response to this attribute.

Highly developed, nordic welfare state. Even when people lose jobs they'll probably be fine.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Socio-economic,Assets,Economic diversity,2,NA,NA,NA,A - adequate and reliable data/information,high,no,"For individual fishers or fishing communities, more economic diversity (tourism, industry, marine R&D, aquaculture) has allowed them to persist despite losing quota, so the mechanism does work here, both in the usual sense of a safety net during fluctuations in catch, and that they could consolidate quota, reduce fishing effort, stabilize stocks, and fishermen that represented ""overcapacity"" could theoretically find other jobs. 

But there's another dynamic on the societal scale, where the relative lack of diversity in Iceland's economy has driven better management and more investment in fisheries. Several interviewees have pointed to the ""sheer size"" or ""sheer importance"" of fisheries in Iceland's economy as the reason why industry trusts science, why there's a lot of collaboration and knowledge sharing, why there's reason to innovate, and why they were able to transform their mangement system and continue to make more precautionary measures. There's a bit of desperation/determination--this is all we have, so we MUST make it work. This might also be related to place attachment.","Responses to 2.2.3.7 and 2.2.3.10 may be informative in shaping the response to this attribute.
Depends on region. More distributed in Reykjavik, more concentrated in rural/remote villages. Kokorsch pers comm: Would tend toward 1 outside reykjavik. In Reykjavik, could be 4. Fisheries sector is very very concentrated. Most coastal communities struggle since fisheries have left. Path dependency and lock-in, very hard to find new economic activity. Even when people find new ideas, as soon as an idea gets too big for a small community they lose it. 

Additionally, several interviewees have pointed to the ""sheer size"" or ""sheer importance"" of fisheries to Iceland's economy as a major driver of investment, innovation, collaboration. There's a sense that fisheries are so important that they have to work together, they have to make things work.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Socio-economic,Assets,Social diversity,2,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,"fairly homegenous--this enables cohesion and trust, but then also insular. Iceland suffers from closed networks in its knowledge sharing, results in mostly single-loop learning. Fishworkers tend to be immigrant/migrant communities--Iceland's demographic makeup is shifting rapidly which may not be captured in older papers.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Socio-economic,Flexibility,Flexible and agile infrstructure,3,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,NA,Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Socio-economic,Flexibility,Mobility,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,"what about mobility between gears/species? very high for fishers. unrestricted fishing grounds. Might be a 4.

For occupational mobility, it's very difficult to enter the fishery as a newcomer. High mobility within quota system (for fishers/within fishery).",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Socio-economic,Flexibility,Economic opportunity,3,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,"Dependent on location, with remote/rural communities having fewer options. Also might depend on community debt and infrastructure investment. Note that the new opportunities might be in heavy industry, so may contribute to economic but not ecological resilience.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Socio-economic,Flexibility,Resilience mindset,4,NA,NA,NA,A - adequate and reliable data/information,high,no,"I'm not sure! It seems that Icelanders are incredibly comfortable with uncertainty and unpredictability, and very good at being responsive/reactive. But this tends to reduce any desire for proactive planning. So not sure if this means that they don't have resilience mindsets/resilience thinking, or if the mechanism is working differently, or even if this attitude does or doesn't represent resilience","https://www.hofstede-insights.com/country-comparison/iceland/, Minelgaite (2018) Ch 4 speaks more about comfort with uncertainty and ""petta reddast"" mentality; Saviolidis 2020 industry has faith that they can adapt; Seibert et al. nonchalant views. Scoring 4 for comfort with uncertainty and adaptability, but not actually sure this is a resilience mindset. Not sure it's capturing CAS.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Socio-economic,Flexibility,Place attachment,4,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,"Kokorsch 2018 tides rates Skagastrond people-place connection ""high.""
Kokorsch--you won't find a single place in iceland where ppl not attached, don't have a sense of belonging"" feb 5 2021

This is the small community/social perspective. But on the macro level for the fishing industry, it doesn't matter where the fish are in the water or where they land; trawlers can go for days and everything is sold in the same auction, so increasingly disconnected from the spatial/ecological aspects of the resource.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Socio-economic,Organization,Social capital,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,"With a caveat--strong social capital may risk insularity, resistance to outside views. Bjarnason also talking about social capital in insular villages as a euphemism for unpaid female labor--this has actually been driving young women away from remote fishing towns.","Strong social capital as a nation and within communities. Doesn't seem like there's necessarily strong social capital among fishermen?

Iceland as a nation scores very highly in social capital and social trust, e.g. the OECD better life index ""community"" (https://www.oecdregionalwellbeing.org/IS02.html); Growiec et al. 2012 analysis of social ties following 2008 crisis (although Gylfason 2015 says lower levels of social trust in Iceland than in other nordic countries following 2008). However, within fisheries, it seems there is little cooperation and cohesion, e.g. Chambers and Carothers Little Kings discusses how ITQ system drove depopulation (reducing social capital and cohesion in remote towns) and inequality, which created social conflict--envy, competition. Small-boat fishers in her study voice perceptions of a lack of a collective voice, failure to work together. In rural communities, Bjarnason and Thorlindsson note that some studies have shown that very close and insular commuinties can be clasutrophobic and oppressive, especially for women, and this can drive outmigration; however, this doesn't appear to be a major motivator for young women in Iceland's fishing communites; rather they're more motivated by more job opportunities elsewhere. 

Kokorsch 2018 tides rates Skagatstond ""medium"" for community networks, cites outmigration.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Socio-economic,Organization,Technology transfer,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,"https://thegedi.org/tool/
emphasis on innovation. Kokorsch 2018 tides, ""local policymakers show general suport for innovative and unconventional ideas""",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Socio-economic,Organization,Modular infrastructure,3,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,"Does not seem like infrastructure is a huge obstacle based on my interviews. During COVID and past labor strikes, anecdotes about processing plants switching from frozen to fresh or vice versa; large and small boat sectors stepping in for one another and supplying product to keep processing plants going (Chambers 10/21/20). Most companies run multiple processing sites (Kokorsch 2/10/21). Sounds like fairly rapid repurposing of shrimp factories or closed processing facilities for other uses (Halldorsson 2/11/21). Processing is highly specialized, especially the larger operators, whereas smaller multi-species processors are likely more flexible. 

Distributed and remote communities/landing sites--major risks if road access is cut off by storms.

A big concern is road accessibility--the supply chain is so immediate and efficient that it's a big loss if a town's road access is blocked by a storm, can't get the fish to market. Avalanches and ice have blocked harbor access for several days, but it's easy for the larger boats to go land in a different harbor--fishery/fishing company is fine, but maybe smaller local processors lose out. Long term infrastructure investment and how to manage accessibility of roads and harbors (especially considering isostatic rebound which may make harbors inacessible) is a looming problem for more remote communities and doesn't sound like it's being proactively addressed.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Socio-economic,Learning,Knowledge diversity,2,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,"Responses to 2.4.2.1 and 2.4.8.1 may be informative in shaping the response to this attribute.
Kokorsch--knowledge still tends to come from within Iceland. This is starting to change with Ocean Clusters, efforts toward knowledge sharing. In 2 years can score 3. 
Fishers would have different knowledge/perceptions than scientists (e.g. conflicts over survey data, attempts to include fishermen in survey process), but this knowledge is not formally included in management. 
This year (2021), industry formally collaborating with government to conduct capelin surveys (industry is driving force behind this collaboration, according to an industry leader). However, the government scientists are still the ones designing the surveys and interpreting the data (Poriansson 1/27/21). 
",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Socio-economic,Learning,Knowledge access,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,"innovation clusters are a key mode of knowledge sharing, Saviolidis. Fiskistofa provides real-time catch and value data in a centralized database, so fishers can see what everyone else is catching, how much different species are worth, and plan their portfolio accordingly. The MFRI harvest advice reports are publicly available. 

New programs of pairing masters students with neighboring fishing company for learning knowledge sharing (Finnbogadottir pers comm).

Highly transparent management (quota catches and allocation) but the TAC process/fisheries minister decision not always transparent. 

Kokorsch--access to knowledge is there, but people not necessarily interested, pursuing it. E.g. people are just not studying climate change and fish.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Socio-economic,Learning,Learning capacity,3,NA,NA,NA,A - adequate and reliable data/information,high,yes,"Yes and no--very high learning capacity helps with responsiveness, recovery, opportunism, but has not led to much study of climate change stressors nor adaptive actions","Very willing to learn, lots of education and resources, but learning is largely single-loop and not double loop. Learning is not being incorporated into longer-term policies or adaptation. And much more likely to apply learning about ecological than social mistakes (Korkorsch pers comm 2/10/21). 

Mackerel example--within 1-2 years all the fishermen had figured out how to maximize value and fish it, and this spread widely. 

Kokorsch 2018 tides rates knowledge, skills and learning high for Skagastrond

Iceland as a whole has very high rates of education

Edvardsson et al. 2011, icelandic fishermen weighted management and market-related risks (e.g. quota availability, TAC amounts, exchange rates) much more highly than environmental risks (e.g. climate change)",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Socio-economic,Agency,Agency,3,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,"Responses to 2.3.4.1, 2.3.6.1, and 2.3.7.1 may be informative in shaping the response to this attribute.

Could be 4. Iceland is a very liberal, free, individualist society. Definitely evidence of individual leaders taking initiative and making a huge difference. I'm putting 3 because the quota system did take a good deal of agency away from fishers and put it in the hands of the state/free market, and definitely took some agency away from non quota owners. But that loss of agency may be more perceived than real. (Bjarnason pers comm 2/21/21; Kokorsch pers comm 2/10/21).
Chambers and Carothers 2017 30 years survey report feelings of powerlessness, lack of agency. ITQ takes away fishers' decision-making power. 

Might be high agency to make day to day fishing decisions and operate within the management system. Also high agency for those outside of the system to innovate and add value. But low agency for ability to influence the governance structure. And those who own quota have more agency than those who don't?",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Governance,Flexibility,Responsive,3,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,"Responses in S5 may be informative in shaping the response to this attribute.

The governance system itself is maybe moderately responsive in that it's an electoral democracy, so citizens can vote them out.

Would fisheries governance be completely parliament/legislature? That's what sets and modifies the quota system, whereas management is the Minister and the Directorate. If parliament, then the governance system is moderately responsive to ""people's real needs"" via the electoral process, e.g. people have run and gained seats on fisheries reform platforms. Kokorsch (pers com 2/10/21) pointed out that it took 12 and 19 years to implement two small fisheries policies to address social concerns. The management system is highly responsive to ecological changes via the annual TAC process, and MFRI can immediately set temporary closures based on catches of juveniles. Management is somewhat to fishers needs because they can sway the Minister's decisions if they have enough political power.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Governance,Organization,Participatory,2,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,"Responses to 2.3.3.1 and 2.3.4.1 may be informative in shaping the response to this attribute. refs from chambers 2020, kokorsch 2015 Seems like few opportunities for meaningful participation from communities or smaller-scale vessels (Kokorsch, Chambers). Vessel associations and lobbies participate by negotiating TAC, and Poriansson (large boat representative) talked about committees to review HCRs with broad participation from scientists, industry, small boats, which he called ""in the spirit of co-management."" Might be limited but recently increasing, moving toward more participatory?",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Governance,Organization,Equitable and inclusive,2,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,"Response to 4.3.1.3 may be informative in shaping the response to this attribute.
Some efforts toward redistributing benefits, e.g. community quota program, open access coastal fishing. But little representation and participation in decisionmaking processes. 

Chambers et al. 2017: political structure of fisheries management compounds inequality, creates ever more categories of haves and have-nots
",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Governance,Organization,Accountable,3,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,officials are elected every four years so that provides a measure of accountability. But no particular accountability or balance of power with Fisheries Minister's TAC choices?,Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Governance,Organization,Transparent,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,"While it lags behind other Nordic nations in corruption indices, Iceland is still extremely transparent by global standards
https://www.transparency.org/en/cpi/2019/results/isl#details

All of the fisheries catch and advice are publically available. 

INAO report on DoF discards monitoring ""results are hidden,"" ""there are not clear performance targets or performance measures""",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Governance,Organization,Effective and efficient,4,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,"INAO DoF report ""agency's monitoring is weak and ineffective"" not sure...definitely much more effective and efficient than many other systems...

high efficiency, almost entirely devolved to market forces.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Governance,Organization,Polycentric,2,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,"Responses to 2.3.2.1 and 2.3.4.1 may be informative in shaping the response to this attribute.

Very centralized, decisions are made in Reykjavik. Some regional agencies do work to distribute community quota. Could say that management or even governance is polycentric in that large corporations have tremendous influence. E.g. fisheries associations are driving CSR efforts.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Governance,Organization,Cross-scale integration,2,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,"Responses to 2.3.2.1 and 2.3.4.1 may be informative in shaping the response to this attribute.

Limited integration internationally--Iceland does work with ICES for stock assessments and has bilateral agreements for several straddling stocks, but the mackerel wars highlight a big gap. Ongoing efforts to negotiate allocation of internationally shared stocks have stalled bc of Brexit and COVID (Gullested and Bakke 2021). Also doesn't seem like there's much connection between fisheries management and other coastal uses--tourism, industry. For example, invasive species mgmt completely separate from the Marine and Freshwater Research Institute, creating a regulatory and monitoring ""no man's land"" for marine invasives (Chambers 10/21/20). Fisheries management is also ecological/economic, not integrated with social governance bodies. Even within fisheries science it's siloed--the stock assessment people don't talk to the oceanography people (Haney). 

Kokorsch--if you're thinking specifically about climate planning, would be 1. Climate change is not recognized as a threat to fisheries, no planning, no integration. 
",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Governance,Learning,Adaptive,3,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,"Responses in S5 may be informative in shaping the response to this attribute.

Still think that this is largely single loop learning adaptation, which is maybe just responsiveness? But they did set progressively more precautionary harvest rules for cod when recovery was slow, so that was learning based on performanc evaluation. There was also a recent effort (late 2020/early 2021 I believe) to convene a multi-stakeholder commitee to consider revising their HCR rules every five years  on top of the annual TAC setting process. 

No mechanisms for conflict resolution.",Iceland groundfish
Mason_Iceland_groundfish_Case Study Template.xlsx,Mason,Governance,Agency,Leadership and initiative,4,NA,NA,NA,B - limited data/information and expert judgement,high,yes,NA,"Several of my interview respondents have emphasized the importance of 1 or 2 ""entrepreneurs"" or ""pioneers"" as the determining factor for fishing villages that thrive vs. decline. In smaller towns and communities, individuals can have more influence. This has been a key factor for adaptation/transformation in adpopting new technologies, trying new industries, trying new strategies. This is a key part of the innovation story in Iceland.",Iceland groundfish
Mills_Lobster_Case Study Template.xlsx,Mills,Ecological,Assets,Population abundance,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Ecological,Assets,Age structure,2,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,"Score based on ASMFC 2020 stock assessment: figures on p. 315-322 and more.  Large lobsters and egg-bearing females are protected, but most of the harvest occurs on individuals that have just molted into legally harvestable size classes.  Abundance of small male and females increasing over time, but for harvestable size classes, abundance is variable but with no clear increase and with recent downturns in some surveys/seasons.  In NEFSC survey, mid-range and larger females (83-138/148 mm) increase substantially while males vary about lower abundance levels--females becoming more prevalent, while makes getting fished out at harvestable size.  In NH and ME coastal waters (ME/NH trawl survey), declines in average carapace length have occurred over time.",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Ecological,Assets,Genetic diversity,4,NA,NA,NA,A - adequate and reliable data/information,low,yes,NA,"Kenchington et al. 2009--separation of population genetics in GOSL vs. GOM; more heterogeneity in GOM; both characterized as retaining ""relatively high levels of genetic variability"" (p. 1663)",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Ecological,Assets,Species diversity,3,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,"Diversity has likely declined with declines in diadromous and groundfish species.  However, diadromous fish are rebounding in some rivers, and new species are moving in to Maine's waters from the south.",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Ecological,Flexibility,Adult mobility,3,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,Movement is not physically restricted but is restricted by thermal tolerances/preferences.  Lobsters are moving northward but not southward.,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Ecological,Flexibility,Larval dispersal,3,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,"Larval dispersal over broad areas may be sustaining recruitment, given that declines in larval settlement have been observed nearshore.  However, population declines have not been observed at later life stages, indicating that either larger portions of the settled larvae are surviving or that larvae are settling in new areas (deeper waters--Andrew Goode's work).  Dispersal to new deeper settlement areas may be important for population resilience as nearshore waters warm.",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Ecological,Flexibility,Environmental niche breadth,3,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,"The species is flexible in its range and has shifted considerably (Pinsky et al. 2013).  Maine's ocean temperatures are approaching limits of thermal tolerance for lobster (LeBris et al. 2018, ASMFC 2020).",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Ecological,Flexibility,Dietary flexibility,4,NA,NA,NA,A - adequate and reliable data/information,low,no,Lobsters may be sensitive to availability of suitable zooplankton prey (particularly Calanus finmarchicus) at their larval stages.  The influence of dietary flexiblity on the population is disrupted at later life stages though by the amount of bait available for them to feed off of in lobster traps.,NA,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Ecological,Flexibility,Habitat diversity,2,NA,NA,NA,A - adequate and reliable data/information,low,no,"Lobsters need fairly specific but broadly available habitats (e.g., rock/cobble, vegetated cover; preferred temperature range).  Although they do not prefer mud or silty substrates, they are mobile so can find suitable habitats.  This habitat preference does not seem to be limiting their resilience, but it does seem to break a bit with the mechanism as described.",NA,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Ecological,Flexibility,Plasticity,3,NA,NA,NA,A - adequate and reliable data/information,medium,yes,NA,"Warmer temperatures trigger earlier movement to nearshore waters, increased activity levels, and molting--all of which influence adaptability of biological processes and shape the fishery (Mills et al. 2013).",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Ecological,Flexibility,Evolutionary potential,2,NA,NA,NA,B - limited data/information and expert judgement,low,yes,NA,"American lobster currently seems to be adapting to warming waters by habitat shifts to track preferred conditions (Pinsky et al. 2013, Goode et al. ????), rather than through evolutionary mechanisms.",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Ecological,Organization,Ecosystem connectivity,2,NA,NA,NA,B - limited data/information and expert judgement,low,no,"Because of its substrate preferences, lobsters live in patchy ecosystems; yet their ability to move between patches to find preferred substrates enables them to overcome this natural habitat fragmentation.",NA,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Ecological,Organization,Population modularity,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,multiple stocks--modular; SNE experience very different from GOM/GB,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Socio-economic,Assets,Wealth and reserves,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,"Response to 2.2.3.1 may be informative in shaping the response to this attribute.
My score reflects my thinking about lobster relative to most other fisheries...lobster is a high-value product, costs can be relatively low (smaller boats, coastal fishing) but are escalating as fishery moves offshore. Limited access to financing.",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Socio-economic,Assets,Economic diversity,2,NA,NA,NA,A - adequate and reliable data/information,high,no,"This mechanism doesn't work perfectly in recent experiences in the Maine lobster fishery.  Economic diversity is limited--fishing revenue diversity in particular is concentrated in lobster.  But because lobster landings have generally increased and price has generally been stable (aside from 2012), this concentration of activity in the relatively high-value lobster fishery has supported stability of Maine's fishing industry.  The risk comes in the potential for longer-term declines in the stock and accumulated dependence in the industry.","Responses to 2.2.3.7 and 2.2.3.10 may be informative in shaping the response to this attribute.

Eastern Maine economy is highly resource dependent, and much is concentrated in lobster.",Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Socio-economic,Assets,Social diversity,2,NA,NA,NA,B - limited data/information and expert judgement,low,no,"There is limited social diversity but strong family and cultural traditions, which means that knowledge and skills have been shared through generations and across families/members of tight-knit (but quite homogeneous) communities.",NA,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Socio-economic,Flexibility,Flexible and agile infrstructure,3,NA,NA,NA,NA,NA,NA,NA,NA,Maine lobster
Mills_Lobster_Case Study Template.xlsx,Mills,Socio-economic,Flexibility,Mobility,2,NA,NA,NA,B - limited data/information and expert judgement,medium,yes,NA,"Mobility in fishery is constrained by assingments to fish in certain lobster zones, by territorial traditions among lobstermen, by small boats, and by strong ties to place (home communities).  Limited occupational mobility in much of state, as there are few alternative livelihoods that are compatible with the lifestyle of lobstermen and that are as lucrative.  Some movement into aquaculture or other fishery-related activities, and movement to non-fishing jobs, particularly across generations.",Maine lobster
