"filename","case_study","authors","topic","subsection","question_id","question","A","B","C","D","E","F","G","H","I","J","K","L","other","description","dont_know","not_relevant","info_quality","notes","extra","extra.1"
"Mason_Iceland_groundfish_Case Study Template.xlsx","Iceland groundfish","Mason","Shocks and system response","2.5.5.","2.5.5.1.","Subsequently what happened to the natural, human, or coupled system?
A. Full recovery to the pre-shock state
B. Recovering towards the pre-shock state
C. Transformed to a different state but still providing valuable services
D. Transformed to different state but losing a majority of services
E. System still responding, outcome not yet known","a","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D - solely expert judgment; not confident","Iceland's economy transformed, with tourism emerging as the most important sector. I don't think the fishery system changed that substantially, and I don't actually know that any outcomes now could be traced specifically to 2008 vs. ongoing trends post-ITQ implementation

For warmer water regime, evidence of cooling happening lately, with some trends in species abundance reversing (Valtyson and Jonsson)",NA,NA
"Mason_Iceland_groundfish_Case Study Template.xlsx","Iceland groundfish","Mason","Shocks and system response","2.5.6.","2.5.6.1.","What kind of changes do we observe in the natural, human, or coupled systems if we compare pre-shock state to post-shock state? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Just focusing on mid-2000s warming: for the ecosystem, the waters are starting to cool again and many of the warmer-water species that were expanding through the 2000s and mid-2010s have declined again for reasons unknown. Increased predation by mackerel has had food web impacts, and cod and haddock predated on invertebrates when they expanded into norther fjords, creating shrimp fishery crashes. Overall however, fishery catches have been more or less constant and any changes or opportunistic fisheries for new species (a short lived intense northern monkfish fishery) have subsided. Nothing has changed in the management side, and this seemed to reinforce attitudes that the fishery is responsive and nimble, that changes are cyclical and inevitable, and that ""nature solved the problem for us.""",NA,NA,"D - solely expert judgment; not confident","Not sure this is the most relevant for my case, again hard to trace. Most relevant ""shock"" might be ITQ implementation in 1990.",NA,NA
"Mason_Iceland_groundfish_Case Study Template.xlsx","Iceland groundfish","Mason","Shocks and system response","2.5.7.","2.5.7.1.","Did experiences during this shock lead to changes that will enhance resilience to future shocks? Please describe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".","Not sure about 2008 crisis, maybe more checks on wealth accumulation, maybe more attention to social equity. For warming waters, seems to have emboldened attitudes that the fishery is responsive, that ""nature solved the problem for us."" This may or may not enhance resilience depending on what kind of future changes occur.",NA,NA,"D - solely expert judgment; not confident","Coastal fishery sector provides a bit of a safety valve, but not considered sufficient for supporting new entrants. Like a bandaid (Korkorsh 2017 tides)",NA,NA
"Mason_Iceland_groundfish_Case Study Template.xlsx","Iceland groundfish","Mason","Climate projections","2.6.1.","2.6.1.1.","What types of climate change projections are available for the system?
A. Global climate models only
B. Downscaled regional projects
C. Other (please specify):","a","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C - solely expert judgement; fairly confident","Don't believe downscaled products are all that recent",NA,NA
"Mason_Iceland_groundfish_Case Study Template.xlsx","Iceland groundfish","Mason","Climate projections","2.6.2.","2.6.2.1.","What time frame is most relevant to this case study, for which projections are available within your consideration?
A. Projections to 2050
B. Projections to 2100
C. Interdecadal variability
D. Interannual variability
E. Other (please specify):","a","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D - solely expert judgment; not confident",NA,NA,NA
"Mason_Iceland_groundfish_Case Study Template.xlsx","Iceland groundfish","Mason","Climate projections","2.6.3.","2.6.3.1.","What are the key limitations of available climate projections in the context of this case study? Please describe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spatial and temporal resolution, maybe resolution close to the coast?",NA,NA,"D - solely expert judgment; not confident","Interannual or decadal would be much more relevant to industry. Also, Iceland has historically been much more impacted by local trends than global, so would be important to have a finely downscaled model",NA,NA
"Mason_Iceland_groundfish_Case Study Template.xlsx","Iceland groundfish","Mason","Climate projections","2.6.4.","2.6.4.1.","Which of the following climate disturbances are projected to alter the future of the fishery and surrounding ecosystem?
A. Ocean warming
B. Ocean acidification
C. Frequency and/or severity of coral bleaching
D. Frequency and/or severity of marine heatwaves
E. Frequency and/or severity of extreme El Nino-Southern Oscillation events
F. Frequency and/or severity of large storm events
G. Ocean cooling
H. Loss of sea ice
I. Sea level rise
J. Increase or decrease in upwelling
K. Changes in ocean current patterns
L. Other (please specify):","a","b",NA,NA,NA,"f",NA,"h","i",NA,"k","l","glaciers melting is causing Iceland to rise (isostatic rebound), making harbors/ports less accessible for larger boats (also potential for increased volcanic activity which would be disruptive)",NA,NA,NA,"B - limited data/information and expert judgement","https://www.nytimes.com/2019/08/09/business/iceland-ice-melt-global-warming-climate-change.html,  Björnsson, Jóhannesson, and Snorrason, “Recent Climate Change, Projected Impacts, and Adaptation Capacity in Iceland.” 
Not enough data re: OA (at least as of 2011)",NA,NA
"Mason_Iceland_groundfish_Case Study Template.xlsx","Iceland groundfish","Mason","Climate projections","2.6.5.","2.6.5.1.","How is climate change expected to affect physical conditions (e.g. water chemistry, habitat availability or quality, primary productivity) in the system? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warmer water, more saline. Will likely increase primary productivity at least in the near term. If the transition zone between Atlantic and polar waters moves further north (Beaugrand 2008) or otherwise changes dramatically, this would be a significant regime shift.",NA,NA,"A - adequate and reliable data/information","Astthorsson, Gislason, and Jonsson, “Climate Variability and the Icelandic Marine Ecosystem.”",NA,NA
"Mason_Iceland_groundfish_Case Study Template.xlsx","Iceland groundfish","Mason","Climate projections","2.6.6.","2.6.6.1.","How is climate change expected to affect the species that are the focus of this fishery case (e.g. abundance, distribution, phenology)? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some increases in abundance, changes in distribution",NA,NA,"B - limited data/information and expert judgement","Campana et al., “Shifting Fish Distributions in Warming Sub-Arctic Oceans.”",NA,NA
"Mason_Iceland_groundfish_Case Study Template.xlsx","Iceland groundfish","Mason","Climate projections","2.6.7.","2.6.7.1.","How is climate change expected to affect fishing opportunities and the fishery (e.g. yield, variability, effort)? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Likely increases in abundance and opportunity. Perhaps some changes in effort as species change distribution.",NA,NA,"B - limited data/information and expert judgement",NA,NA,NA
"Mason_Iceland_groundfish_Case Study Template.xlsx","Iceland groundfish","Mason","Climate projections","2.6.8.","2.6.8.1.","How is climate change expected to affect social and economic conditions of individuals and communities (e.g. overall profit, profit distribution, trade mechanisms, societal effects (e.g. markets, migration, labor, consumption), harvest safety, infrastructure, or other livelihood opportunities)? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Potential benefits from increased productivity and range shifts. Potential risks for smaller boats and harbors from extreme weather, storms, avalanches and threats to road infrastructure for remote areas. Potential risks of harbor inaccessability from glacial rebound.",NA,NA,"D - solely expert judgment; not confident",NA,NA,NA
"Mason_Iceland_groundfish_Case Study Template.xlsx","Iceland groundfish","Mason","Climate projections","2.6.9.","2.6.9.1.","Will climate change and fishing interact in ways that could create negative or positive feedback loops for the natural, human, or coupled system? If so, how would these dimensions interact and in what direction? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Likely will exacerbate inequalities between large operators and small/those outside the system.",NA,NA,"C - solely expert judgement; fairly confident",NA,NA,NA
"Mason_Iceland_groundfish_Case Study Template.xlsx","Iceland groundfish","Mason","Climate projections","2.6.10.","2.6.10.1.","Are there any perverse incentives created by climate change? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Potential incentives to overexploit species shifting into Iceland's waters if not managed under quota system or if managed internationally (e.g. mackerel, where Iceland was incentivized to fish as much as they wanted). Because quota allocation is based on previous years' landings (usually 3 years), there's a big incentive to fish a species as hard as possible if you think it might be incorporated into the quota system. This has already resulted in some ""spike"" fishery patterns that in some cases, e.g. orange roughy, have likely collapsed stocks (Valtysson, pers. comm 3/15/2021).",NA,NA,"C - solely expert judgement; fairly confident",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Biogeographic context","2.1.1.","2.1.1.1.","What is the physical context within which the fishery takes place? Check all that apply: 
A. Intertidal (e.g. beach, mangrove)
B. Estuary
C. Coastal/nearshore (e.g. lagoon, fjord, coral reef, archipelago)
D. Shelf
E. Deep sea (e.g. canyon)
F. Other (please specify):",NA,NA,"c","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Biogeographic context","2.1.2.","2.1.2.1.","Which of the following contribute to primary productivity? 
A. Upwelling
B. Fluvial inputs/plumes
C. Sea ice
D. Vegetated habitats (e.g. salt marsh, mangroves, seagrasses, kelp forests)
E. Coral reefs
F. Other (please specify):",NA,NA,NA,NA,NA,"f",NA,NA,NA,NA,NA,NA,"currents, tidal mixing, seasonal turnover, winds",NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Biogeographic context","2.1.3. Species","2.1.3.1.","What is/are the focal species of the fishery? Please describe:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American lobster",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Biogeographic context","2.1.3. Species","2.1.3.2.","What are the recent population trends (at a time scale relevant to focal species lifespan)?  (For a multispecies fishery, please generally describe types of population trends for groups of species in the ""describe"" column.)
A. Increasing
B. Stable
C. Declining
D. Threatened or vulnerable
E. Insufficient data","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","based on 2015 stock assessment",NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Biogeographic context","2.1.4. Habitat","2.1.4.1.","What is the key habitat that supports species in this fishery? Please describe:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cobbles, boulders",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Biogeographic context","2.1.4. Habitat","2.1.4.2","What is the general status of the key habitat used by species in this fishery? (select one)
A. Favorable
B. Inadequate to unfavorable
C. Unfavorable
D. Collapsed
E. Data deficient","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","unchanged would likely be a better term",NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Biogeographic context","2.1.4. Habitat","2.1.4.3.","Trend in key habitats: 
A. Improving
B. Stable
C. Deteriorating
D. Data deficient",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","I have not quantitatively compared habitat maps, but this bottom type does not change dramatically (i.e., not at risk of fishing impacts or other destructive forces).",NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Biogeographic context","2.1.5. Stressors","2.1.5.1.","Is overfishing currently occuring on the stock/stocks in this fishery? (For a multispecies fishery, please describe which stocks (or groups of stocks) are overfished in the ""describe"" column.
A. Yes - substantially
B. Yes - moderately
C. Yes - minimally
D. No
E. Data deficient",NA,NA,NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","2015 stock assessment",NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.1. Social","2.2.1.1.","Are cultural, traditional, and historic practices observable?
A. Yes, please describe:
B. No","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.1. Social","2.2.1.2.","How dependent are harvesters on the fishery for food or nutrition compared to their dependence on other food options? Please indicate the general range if there is a high degree of variability among participants.
A. High
B. Moderate
C. Low
D. NA",NA,NA,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B - limited data/information and expert judgement",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.1. Social","2.2.1.3.","How dependent are the communities on the fishery for food or nutrition compared to their dependence on other food options? Please indicate the general range if there is a high degree of variability among participants.
A. High
B. Moderate
C. Low
D. NA",NA,NA,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B - limited data/information and expert judgement",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.1. Social","2.2.1.4.","Are any groups particularly dependent on this fishery for food or nutrition?
A. Indigenous
B. Women
C. Rural
D. Other (please specify):",NA,NA,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.2. Political--governance quality","2.2.2.1.","What is the average of the following indicator in the World Bank's Governance Indicators, each scored [-2.5,2.5] ? Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.2. Political--governance quality","2.2.2.2.","What is the average of the following indicator in the World Bank's Governance Indicators, each scored [-2.5,2.5] ? Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.2. Political--governance quality","2.2.2.3.","What is the average of the following indicator in the World Bank's Governance Indicators, each scored [-2.5,2.5] ? Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.2. Political--governance quality","2.2.2.4.","What is the average of the following indicator in the World Bank's Governance Indicators, each scored [-2.5,2.5] ? Control of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.2. Political--governance responsiveness","2.2.2.5.","What is the average of the following indicator in the World Bank's Governance Indicators, each scored [-2.5,2.5] ? Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.0",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.2. Political--governance responsiveness","2.2.2.6.","What is the average of the following indicator in the World Bank's Governance Indicators, each scored [-2.5,2.5] ? Political Stability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.3 Economic","2.2.3.1.","Which income category does(do) the harvesting country(ies) belong to (see definition by World Bank here)?
A. High
B. Upper-middle
C. Lower-middle
D. Low","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.3 Economic","2.2.3.2.","What kind of sectors operate in the fishery?
A. Small operators
B. Large operators
C. Recreational
D. Artisanal
E. Indigenous
F. Other (please specify):","a","b","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,"limited recreational participation",NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.3 Economic","2.2.3.3.","What is the current landed volume? Please describeand indicate year represented:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.3 Economic","2.2.3.4.","What is the current landed value? Please describe and indicate year represented:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.3 Economic","2.2.3.5.","What are the trends in landings over the past 10 years? (For a multispecies fishery, this response should represent the fishery as a whole, not individual stocks.)
A. Increasing
B. Declining
C. Stable
D. Variable with no clear trend
E. Data deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.3 Economic","2.2.3.6.","Approximately how many vessels participate? Please describe and estimate of number or order of magnitude: tens, hundreds, thousands:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.3 Economic","2.2.3.7.","How dependent are harvesters on the fishery for jobs and income compared to their other livelihood options? Please indicate the general range if there is a high degree of variability among participants.
A. High
B. Moderate
C. Low
D. NA","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.3 Economic","2.2.3.8.","How dependent are shoreside businesses on the fishery for jobs and income compared to their other livelihood options? Please indicate the general range if there is a high degree of variability among participants.
A. High
B. Moderate
C. Low
D. NA","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.3 Economic","2.2.3.9.","How dependent are dealer/processors on the fishery for jobs and income compared to their other livelihood options? Please indicate the general range if there is a high degree of variability among participants.
A. High
B. Moderate
C. Low
D. NA","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.3 Economic","2.2.3.10.","How dependent is the community on the fishery for economic benefits compared to its other sources of revenue?
A.  High
B. Moderate
C. Low
D. NA","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Social, political, and economic conditions and context","2.2.3 Economic","2.2.3.11.","What is the primary purpose for utilization of the species harvested?
A. Fresh consumption
B. Processed (value-added) products (including both domestic and export-oriented)
C. Export product
D. Other (please specify):",NA,NA,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Large portion of landings is exported for processing and then re-imported",NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Governance context","2.3.1.","2.3.1.1.","Within which jurisdiction(s) is the fishery contained?
A. One domestic regional jurisdiction
B. Multiple domestic regional jurisdictions
C. One coastal state
D. Multiple coastal states
E. Areas Beyond National Jurisdiction (ABNJ)
F. Other (please specify):",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Governance context","2.3.2.","2.3.2.1.","What laws, policies and practices exist concerning the fishery and are they upheld? (If you know them, or can easily look up, please list name of the statute and year in 'notes' column)
A. International Treaty
B. National
C. Regional (State, Province, Prefecture, etc.)
D. Municipal/Local
E. Community (Including formal and informal rules and practices. implemented by local cooperatives, sectors, and other organizations)
F. Other (please specify):",NA,"b","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Governance context","2.3.3.","2.3.3.1.","What is the nature of governance arrangements?
A. Top-down
B. Community-based (e.g. LMMA, TURF)
C. Co-management
D. Traditional/customary (e.g. ICCA)
E. Other (please specify):",NA,NA,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Governance context","2.3.4.","2.3.4.1.","Who is involved in governance?
A. Multinational fishery management body
B. National government agencies
C. Regional (State, Province, Prefecture, etc.) government agencies
D. Municipal/local government agencies
E. Individual harvesters or harvester associations
F. Dealers, processors or their associations
G. Shoreside businesses
H. Environmental NGOs
I. Community organizations
J. Other (please specify):",NA,"b","c",NA,"e","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","mostly C",NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Governance context","2.3.5.","2.3.5.1.","Do Financial Resources confer or limit the capacity to effectively participate in the governance system? Please describe; note whether your selection pertain to particular groups selected above
A. Confers
B. Limits
C. Neither confers or limits
D. Both confers and limits",NA,NA,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Governance context","2.3.5.","2.3.5.2.","Do Human Resources confer or limit the capacity to effectively participate in the governance system? Please describe; note whether your selection pertain to particular groups selected above
A. Confers
B. Limits
C. Neither confers or limits
D. Both confers and limits",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Participation in management and governance requires large time investments.  Fishermen choosing to make that investment sacrifice fishing time.  Thus, there is a limited group of lobstermen who take on major roles in the management process.",NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Governance context","2.3.5.","2.3.5.3.","Do Social Factors (trust, social networks) confer or limit the capacity to effectively participate in the governance system? Please describe; note whether your selection pertain to particular groups selected above
A. Confers
B. Limits
C. Neither confers or limits
D. Both confers and limits",NA,NA,NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strong social networks among lobstermen help present a united industry voice in public discussions and management settings.  However, lack of trust among groups (e.g., harvesters vs. dealers; industry vs. scientists) can lead to stalemate and conflicts.",NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Governance context","2.3.5.","2.3.5.4.","Does Scientific Competency confer or limit the capacity to effectively participate in the governance system? Please describe; note whether your selection pertain to particular groups selected above
A. Confers
B. Limits
C. Neither confers or limits
D. Both confers and limits",NA,NA,NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Governance context","2.3.5.","2.3.5.5.","Do Other factors (please specify) confer or limit the capacity to effectively participate in the governance system? Please describe; note whether your selection pertain to particular groups selected above
A. Confers
B. Limits
C. Neither confers or limits
D. Both confers and limits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Governance context","2.3.6.","2.3.6.1.","Is power in the governance system related to religion, gender, ethnic origin, political party, language, race or sexual orientation?
A. Yes, please describe:
B. No",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Related to longevity in region--""from here"", family history",NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Governance context","2.3.7.","2.3.7.1.","Do power relations cause tension within the fishery?
A. Yes, please describe:
B. No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Management context","2.4.1.","2.4.1.1.","Does a management plan exist for this fishery?
A. Yes, please describe:
B. No","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"For the resource at a regional scale, not for the state fishery.",NA,NA,NA,NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Management context","2.4.2.","2.4.2.1","Who is involved in the management process?
A. Multinational fishery management body
B. National government agencies
C. Regional government agencies (State, Province, Prefecture, etc.)
D. Municipal/local government agencies
E. Idividual harvesters or harvester associations
F. Dealers, processors or their associations
G. Shoreside businesses
H. Environmental NGOs
I. Community organizations
J. Other (please specify):",NA,"b","c",NA,"e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","mostly state in co-mgmt arrangement with industry",NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills","Management context","2.4.3.","2.4.3.0.","Who plays the following roles in the fishery management process?  Each may include multiple actors (2.4.3.1 - 2.4.3.5).(Please write response in 'describe' column.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Please leave this row empty.",NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills",NA,"2.4.3.","2.4.3.1.","Determining access and harvest rights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"regional commission, state and federal agencies",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills",NA,"2.4.3.","2.4.3.2.","Determining harvest procedures and rules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"regional commission, state and federal agencies",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills",NA,"2.4.3.","2.4.3.3.","Enforcing rules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"state and federal agencies",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills",NA,"2.4.3.","2.4.3.4.","Monitoring fishery activity (e.g., catch)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"state and federal agencies",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills",NA,"2.4.3.","2.4.3.5.","Providing scientific information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"state and federal agencies, academic and independent scientists, industry members",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Mills_Lobster_Case Study Template.xlsx","Maine lobster","Mills",NA,"2.4.3.","2.4.3.6.","Please add any other roles important to fisheries management in your case and indicate which actors play that role.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
